cropRegCode,state,year,season,Registered Area,Inspected Area,Certified Area,Crop,Variety,CropCode,VarietyCode,Source Class,Destination Class,Estimated Yeild (Qtl),Intake Quantity,Intake Verified Quantity,Sowing Week,Sowing Month,Harvesting Week,harvesting month,District,Block,Village,Sowed Quantity,cropPattern,typeOfSowing,cropCondition,Tc Quantity
K23-5-175,Odisha,2023-24,KHARIF (2023),5,5,5,Pigeon pea (Red gram/Arhar),Ujwala (PRG 176),C022,V341,FOUNDATION I,CERTIFIED I,60,5.6,5.6,Week 5,JUNE,Week 4,JANUARY,KENDUJHAR,PATANA,Laxmiposi,1,Sole Cropping,Transplanting,average,5.6
K23-7-324,Odisha,2023-24,KHARIF (2023),2.4,2.4,2.4,PaddyDhan,MTU-1001(VIJETHA),C002,V127,CERTIFIED I,CERTIFIED II,120,54,54,Week 2,JUNE,Week 3,NOVEMBER,NUAPADA,NUAPADA,Paraskhol (Kala),1.2,Sole Cropping,Transplanting,good,50
K23-6-437,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,CR Dhan 315(IET 27179),C002,V533,FOUNDATION I,CERTIFIED I,70,36,36,Week 4,JUNE,Week 3,OCTOBER,GANJAM,SANAKHEMUNDI,Dolaba,1,,,,45
R23-2-1088,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,13.5,13.5,Week 2,JANUARY,Week 4,APRIL,PURI,NIMAPADA,Resinga,0.4,Sole Cropping,Drilling,average,13.5
K23-6-508,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,70,45,45,Week 4,JUNE,Week 5,NOVEMBER,GANJAM,KABISURYANAGAR,Sundariapada,1,Sole Cropping,Transplanting,good,45
R23-8-1046,Odisha,2023-24,RABI (2023-24),2,2,1.7,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,11.05,11,11,Week 2,FEBRUARY,Week 4,APRIL,BALESHWAR,BASTA,Pathadurga,0.4,Sole Cropping,Broadcasting,good,11
R23-3-593,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,20,14,14,Week 3,JANUARY,Week 3,APRIL,KENDRAPARA,DERABISH,Derakeshpur,0.4,Sole Cropping,Broadcasting,good,14
R23-8-1930,Odisha,2023-24,RABI (2023-24),2,2,1.8,Black gram (Biri),Kalinga Urd 41 ((OBG 41),C011,A030117415,BREEDER,FOUNDATION I,13.5,13.5,13.5,Week 1,JANUARY,Week 4,APRIL,BALESHWAR,BALIAPAL,Remu,0.4,Sole Cropping,Broadcasting,good,14
R23-8-1245,Odisha,2023-24,RABI (2023-24),2,2,1.8,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,13.5,14.5,14.5,Week 1,JANUARY,Week 4,APRIL,BALESHWAR,BALIAPAL,Remu,0.4,Sole Cropping,Transplanting,good,14
K23-6-788,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,RGL-2537(SRIKAKULAM SANNALU),C002,V115,CERTIFIED I,CERTIFIED II,80,46,46,Week 3,JULY,Week 4,DECEMBER,GANJAM,CHATRAPUR,Tanganapalli,1,Sole Cropping,Transplanting,good,50
R23-2-1044,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,13.5,13.5,Week 3,JANUARY,Week 3,APRIL,PURI,PIPILI,Nailo,0.4,Sole Cropping,Drilling,average,13.5
K23-1-744,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,96,55,55,Week 1,JUNE,Week 4,DECEMBER,DEOGARH,REAMAL,Ranjana,0.01,Sole Cropping,Transplanting,good,50
K23-3-676,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,GAYATRI (IET-8022),C002,V059,FOUNDATION I,CERTIFIED I,45,30,30,Week 1,JULY,Week 4,DECEMBER,JAGATSINGHAPUR,TIRTOL,Bakhar Pur,0.6,Sole Cropping,Transplanting,good,30
R23-2-587,Odisha,2023-24,RABI (2023-24),1,1,1,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,7.2,7,7,Week 2,JANUARY,Week 3,APRIL,KHORDHA,BALIPATNA,Somanasasan,0.2,Sole Cropping,Broadcasting,good,7
K23-1-1289,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,60,66,66,Week 4,AUGUST,Week 2,NOVEMBER,BARGARH,BHATLI,Kushanpuri,0.6,Sole Cropping,Transplanting,excellent ,60.72
K23-1-77,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,PRATIKSHYA (ORS 201-5)(IET-15191),C002,V097,FOUNDATION I,CERTIFIED I,110,47,47,Week 3,JUNE,Week 3,NOVEMBER,SUNDARGARH,TANGARPALI,Tasaladihi,1,Sole Cropping,Transplanting,good,60
K23-5-546,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Kalachampa,C002,V372,FOUNDATION I,CERTIFIED I,100,58,58,Week 1,JULY,Week 2,DECEMBER,MAYURBHANJ,GOPABANDHUNAGAR,Bardangua,1,Sole Cropping,Transplanting,good,60
R23-5-219,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,13,13,Week 2,JANUARY,Week 4,APRIL,MAYURBHANJ,KAPTIPADA,Sarat,0.4,Sole Cropping,Broadcasting,good,14
K23-1-326,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,PRATIBHA,C002,V420,FOUNDATION I,CERTIFIED I,80,45,45,Week 4,JUNE,Week 4,NOVEMBER,SUNDARGARH,SUBDEGA,Karamdihi,1,Sole Cropping,Transplanting,good,60
R23-2-870,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,13.5,13.5,Week 2,JANUARY,Week 3,APRIL,PURI,NIMAPADA,Bhanapur,0.4,Sole Cropping,Drilling,average,13.5
R23-8-1104,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,13.6,13.5,13.5,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,JALESWAR,Utarpara,0.4,Sole Cropping,Broadcasting,good,14
K23-4-870,Odisha,2023-24,KHARIF (2023),2,2,1,Turmeric,SURAMA,C099,V490,CERTIFIED I,CERTIFIED II,70,70,70,Week 5,JUNE,Week 4,FEBRUARY,KORAPUT,SEMILIGUDA,Lunguri,30,,Dibbling,good,
K23-1-583,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Asutosh (OR 2331-14) (IET 21341),C002,V585,FOUNDATION I,CERTIFIED I,100,33,33,Week 2,JULY,Week 2,DECEMBER,SUNDARGARH,BARGAON,Turiposh,1,Sole Cropping,Transplanting,good,55
R23-5-433,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,14.4,15,15,Week 2,JANUARY,Week 3,APRIL,KENDUJHAR,GHATGAON,Mathurapasi,0.36,Sole Cropping,Broadcasting,average,15.5
K23-6-585,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Maruteru Mashuri MTU 1262(IET 27151),C002,V531,FOUNDATION I,CERTIFIED I,90,55,55,Week 6,JULY,Week 3,DECEMBER,GAJAPATI,GOSANI,Kerandi,1,Sole Cropping,Transplanting,good,50
K23-1-1420,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,Chandra(MTU-1153),C002,V395,BREEDER,FOUNDATION I,35,35,35,Week 2,JUNE,Week 2,NOVEMBER,BARGARH,ATTABIRA,Singhpali,0.6,Sole Cropping,Transplanting,good,35.2
R23-1-166,Odisha,2023-24,RABI (2023-24),1,1,1,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,FOUNDATION I,CERTIFIED I,18,18,18,Week 1,JANUARY,Week 5,MAY,SUNDARGARH,LEPHRIPARA,Giringkela,1.5,Sole Cropping,Broadcasting,good,20
K23-4-196,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,CIHERANG SUB-1(BINA-11),C002,V343,FOUNDATION I,CERTIFIED I,42,25,25,Week 3,JULY,Week 4,NOVEMBER,KORAPUT,Kotpad NAC,Kotpad (NAC) - Ward No.1,0.4,Sole Cropping,Transplanting,good,25
R23-8-1474,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14.6,14.5,14.5,Week 2,JANUARY,Week 5,APRIL,BALESHWAR,NILGIRI,Khuntadiha,0.4,Sole Cropping,Broadcasting,good,15
R23-8-1157,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,13,13,13,Week 1,FEBRUARY,Week 4,APRIL,BALESHWAR,BALIAPAL,Ganja,0.4,Sole Cropping,Broadcasting,good,14
K23-6-851,Odisha,2023-24,KHARIF (2023),0.4,0.4,0.4,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,12,0.5,0.5,Week 1,OCTOBER,Week 2,JANUARY,GAJAPATI,MOHANA,Akili,0.08,Sole Cropping,Drilling,Below Average,0.5
K23-3-62,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,Maruteru Mashuri MTU 1262(IET 27151),C002,V531,FOUNDATION I,CERTIFIED I,200,200,200,Week 3,JULY,Week 2,DECEMBER,RAYAGADA,MUNIGUDA,Jagadalpur,2,Sole Cropping,Transplanting,good,200
K23-7-1543,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,Tarangini (MTU 1156),C002,V379,BREEDER,FOUNDATION I,54,30,30,Week 1,JULY,Week 2,NOVEMBER,SONEPUR,BIRMAHARAJPUR,Anandapur,0.6,Sole Cropping,Transplanting,good,30
K23-8-26,Odisha,2023-24,KHARIF (2023),2,2,1.7,Ground nut PeanutMung phalli,Gujarat Junagarh Groundnut 32(GJG 32)(ICGV 03043),C026,V514,FOUNDATION I,CERTIFIED I,12.07,13.5,13.5,Week 2,AUGUST,Week 4,OCTOBER,BALESHWAR,JALESWAR,Raibania,3,,,,13.5
R23-4-53,Odisha,2023-24,RABI (2023-24),2,2,2,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,FOUNDATION I,CERTIFIED I,50,55,55,Week 2,JANUARY,Week 3,MAY,MALKANGIRI,MATHILI,Gangarajguma,2.75,Sole Cropping,Dibbling,good,50
K23-5-94,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-1001(VIJETHA),C002,V127,CERTIFIED I,CERTIFIED II,80,44.5,44.5,Week 5,JUNE,Week 5,NOVEMBER,KENDUJHAR,GHASIPURA,Talagaon,1,Sole Cropping,Transplanting,average,50
K23-5-797,Odisha,2023-24,KHARIF (2023),0.6,0.6,0.6,PaddyDhan,MTU 1075 (IET 18482),C002,V015,BREEDER,FOUNDATION I,28.8,15,15,Week 5,JUNE,Week 1,DECEMBER,MAYURBHANJ,KAPTIPADA,Kukurdima,0.3,Sole Cropping,Transplanting,good,25
K23-2-342,Odisha,2023-24,KHARIF (2023),1.2,1.2,1.2,PaddyDhan,Improved Lalat,C002,V399,BREEDER,FOUNDATION I,48,52.2,52.2,Week 1,JULY,Week 3,NOVEMBER,KHORDHA,Bhubaneswar Municipality,Bhubaneswar (M Corp.) -Ward No.50,0.6,Sole Cropping,Transplanting,good,52.2
R23-1-585,Odisha,2023-24,RABI (2023-24),0.5,0.5,0.5,PaddyDhan,IR-64,C002,V064,BREEDER,FOUNDATION I,24.5,25,25,Week 2,DECEMBER,Week 2,MAY,BARGARH,BHATLI,Kasipali,0.3,Sole Cropping,Transplanting,good,24
K23-2-200,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,SWARANA-SUB 1 (CR 2539-1) IET-20266,C002,V118,BREEDER,FOUNDATION I,164,164,164,Week 3,JULY,Week 2,DECEMBER,PURI,NIMAPADA,Olans,2.1,Sole Cropping,Transplanting,average,152
K23-5-445,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Kalachampa,C002,V372,FOUNDATION I,CERTIFIED I,112,58,58,Week 1,JULY,Week 2,DECEMBER,MAYURBHANJ,KAPTIPADA,Sarbanaghaty,1,Sole Cropping,Transplanting,good,60
K23-5-327,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Kalachampa,C002,V372,FOUNDATION I,CERTIFIED I,104,35,35,Week 3,JUNE,Week 2,DECEMBER,MAYURBHANJ,GOPABANDHUNAGAR,Badkhunta,0.6,Sole Cropping,Transplanting,good,35
K23-7-1034,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,MTU-1239,C002,V487,FOUNDATION I,CERTIFIED I,50,25,25,Week 5,JUNE,Week 2,DECEMBER,BOUDH,HARABHANGA,Biranarsinghpur,0.6,Sole Cropping,Transplanting,good,25
R23-8-48,Odisha,2023-24,RABI (2023-24),2,2,2,Indian Rape Seeds and Mustard,PM-30,C027,V550,FOUNDATION I,CERTIFIED I,15,14.5,14.5,Week 1,DECEMBER,Week 3,FEBRUARY,BALESHWAR,BASTA,Paunsakuli oraf Ratankuli,0.2,Sole Cropping,Broadcasting,good,15
K23-8-377,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,BheemaDheera (MTU 1140),C002,V390,FOUNDATION I,CERTIFIED I,95,56,56,Week 1,JULY,Week 2,DECEMBER,BALESHWAR,SORO,Khajuridiha,1,Sole Cropping,Transplanting,good,72
K23-8-190,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,SWARANA-SUB 1 (CR 2539-1) IET-20266,C002,V118,FOUNDATION I,CERTIFIED I,85,52.5,52.5,Week 3,JULY,Week 5,NOVEMBER,BHADRAK,BHANDARIPOKHARI,Saro,1,Sole Cropping,Transplanting,good,52.5
K23-8-469,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,Tarangini (MTU 1156),C002,V379,FOUNDATION I,CERTIFIED I,120,110,110,Week 2,JULY,Week 1,NOVEMBER,BALESHWAR,BALESHWAR,Hidigan,2,Sole Cropping,Transplanting,good,120
R23-8-1338,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,13.6,14,14,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,BASTA,Ramchaka,0.4,Sole Cropping,Broadcasting,good,14.5
R23-1-160,Odisha,2023-24,RABI (2023-24),1,1,1,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,FOUNDATION I,CERTIFIED I,18,16.5,16.5,Week 1,JANUARY,Week 5,MAY,SUNDARGARH,LEPHRIPARA,Giringkela,1.5,Sole Cropping,Broadcasting,good,20
R23-3-691,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,20,13.5,13.5,Week 3,JANUARY,Week 5,APRIL,KENDRAPARA,DERABISH,Nilikana,0.4,Sole Cropping,Transplanting,average,14
K23-3-457,Odisha,2023-24,KHARIF (2023),10,10,10,PaddyDhan,VARSHADHAN (CRLC-899)(IET-16481),C002,V125,FOUNDATION I,CERTIFIED I,450,265,265,Week 1,JULY,Week 2,DECEMBER,JAGATSINGHAPUR,KUJANG,Chatalo,5,Sole Cropping,Transplanting,good,350
R23-8-1007,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,12.2,12,12,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,BALIAPAL,Kulhachada,0.4,Sole Cropping,Broadcasting,good,13
K23-5-181,Odisha,2023-24,KHARIF (2023),0.4,0.4,0.4,Pigeon pea (Red gram/Arhar),BRG 5,C022,V435,FOUNDATION I,CERTIFIED I,3.2,3,3,Week 1,AUGUST,Week 1,FEBRUARY,MAYURBHANJ,BISOI,Badpurunapani,0.08,Inter Cropping,Drilling,good,3
K23-2-121,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,SWARANA-SUB 1 (CR 2539-1) IET-20266,C002,V118,FOUNDATION I,CERTIFIED I,80,60,60,Week 2,JULY,Week 2,DECEMBER,PURI,NIMAPADA,Seulakhala,1,Sole Cropping,Transplanting,average,60
R23-3-406,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,16,11.5,11.5,Week 3,JANUARY,Week 5,APRIL,JAJAPUR,JAJPUR,Beruda,0.4,Sole Cropping,Transplanting,average,14
K23-5-329,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,100,47,47,Week 3,JULY,Week 1,DECEMBER,MAYURBHANJ,BETNOTI,Hotapur,1,Sole Cropping,Transplanting,good,46
K23-5-511,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Tarangini (MTU 1156),C002,V379,FOUNDATION I,CERTIFIED I,80,45,45,Week 1,JULY,Week 2,NOVEMBER,MAYURBHANJ,KAPTIPADA,Sarbanaghaty,1,,,good,45
R23-1-749,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,12,10.4,10.4,Week 1,JANUARY,Week 6,APRIL,BARGARH,PAIKMAL,Baitalbhata,0.4,Sole Cropping,Broadcasting,good,12
R23-6-9,Odisha,2023-24,RABI (2023-24),10,10,10,Ground nut PeanutMung phalli,Dharani (TCGS 1043),C026,V387,FOUNDATION I,CERTIFIED I,160,160,160,Week 2,DECEMBER,Week 4,MARCH,GANJAM,GANJAM,Prayagi,15,Sole Cropping,Broadcasting,good,174.4
K23-2-154,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,96,66,66,Week 1,JULY,Week 3,DECEMBER,KHORDHA,BALIANTA,Jhintisasan,1,Sole Cropping,Transplanting,good,60
K23-1-2105,Odisha,2023-24,KHARIF (2023),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,CERTIFIED I,CERTIFIED II,18,19.8,19.8,Week 4,AUGUST,Week 2,NOVEMBER,BARGARH,JHARBANDH,Chandibhata,0.4,Sole Cropping,Broadcasting,good,19
R23-8-2240,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,BREEDER,FOUNDATION I,14.6,14.5,14.5,Week 2,JANUARY,Week 4,APRIL,BALESHWAR,BALIAPAL,Bishnupur,0.4,Sole Cropping,Transplanting,average,15
K23-3-473,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,Kalachampa,C002,V372,FOUNDATION I,CERTIFIED I,44,25,25,Week 2,JULY,Week 3,DECEMBER,JAGATSINGHAPUR,TIRTOL,Ilaspur,0.6,Sole Cropping,Transplanting,good,30
K23-5-657,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Kalachampa,C002,V372,FOUNDATION I,CERTIFIED I,104,58,58,Week 1,JULY,Week 3,DECEMBER,MAYURBHANJ,SAMAKHUNTA,Balidiha,1,Sole Cropping,Transplanting,good,60
K23-1-1393,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Chandra(MTU-1153),C002,V395,FOUNDATION I,CERTIFIED I,80,88,88,Week 1,AUGUST,Week 5,OCTOBER,BARGARH,BARPALI,Ainthapali,1,Sole Cropping,Transplanting,good,80
K23-1-1596,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,MTU 1075 (IET 18482),C002,V015,FOUNDATION I,CERTIFIED I,200,117.5,117.5,Week 1,JULY,Week 4,NOVEMBER,SUNDARGARH,SUBDEGA,Damkuda,2,Sole Cropping,Transplanting,good,120
K23-3-1303,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,40,35,35,Week 1,JULY,Week 2,DECEMBER,ANUGUL,KISHORENAGAR,Dalapaka,0.4,Sole Cropping,Transplanting,good,35
K23-2-274,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,80,40,40,Week 1,AUGUST,Week 2,DECEMBER,PURI,Pipili NAC,Pipili (NAC) - Ward No.11,1,Sole Cropping,Drilling,average,40
K23-1-1264,Odisha,2023-24,KHARIF (2023),0.5,0.5,0.5,PaddyDhan,MTU-1010 (COTTONDORA SANNALU),C002,V045,BREEDER,FOUNDATION I,27.5,26,26,Week 5,JUNE,Week 3,NOVEMBER,BARGARH,ATTABIRA,Gurakhapali,0.3,Sole Cropping,Transplanting,good,25
R23-2-443,Odisha,2023-24,RABI (2023-24),1,1,1,Black gram (Biri),IPU 10-26,C011,V636,BREEDER,FOUNDATION I,6,6.5,6.5,Week 2,JANUARY,Week 3,APRIL,PURI,PIPILI,Laxminarayanpur,0.2,Sole Cropping,Broadcasting,good,6
R23-8-1874,Odisha,2023-24,RABI (2023-24),2,2,2,Sesame (Gingelly/Til),SMARAK,C033,V386,FOUNDATION I,CERTIFIED I,9,9.5,9.5,Week 2,FEBRUARY,Week 4,MAY,BALESHWAR,BASTA,Gilajori,0.2,Sole Cropping,Broadcasting,good,9.5
K23-7-1290,Odisha,2023-24,KHARIF (2023),10,10,10,PaddyDhan,Kalachampa,C002,V372,FOUNDATION I,CERTIFIED I,550,550,550,Week 1,JULY,Week 3,DECEMBER,SONEPUR,BINIKA,Sansamura,6,Sole Cropping,Transplanting,good,550
K23-1-1624,Odisha,2023-24,KHARIF (2023),6,6,6,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,306,150,150,Week 5,JUNE,Week 1,DECEMBER,BARGARH,BARPALI,Latakera,3,Sole Cropping,Transplanting,good,306
K23-3-901,Odisha,2023-24,KHARIF (2023),3.8,3.8,3.8,PaddyDhan,MTU-7029(SWARNA),C002,V016,CERTIFIED I,CERTIFIED II,152,90,90,Week 3,JULY,Week 6,NOVEMBER,JAJAPUR,KOREI,Kacharasahi,16.2,Sole Cropping,Transplanting,average,90
K23-5-368,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,96,47,47,Week 5,JUNE,Week 1,DECEMBER,MAYURBHANJ,KAPTIPADA,Nuagan,1,Sole Cropping,Transplanting,good,46
K23-4-527,Odisha,2023-24,KHARIF (2023),10,10,8,Patato,KUFRI JYOTI,C079,V289,FOUNDATION I,CERTIFIED I,1120,900,900,Week 3,JULY,Week 1,NOVEMBER,KORAPUT,KORAPUT,Mundar,150,,,,
R23-3-537,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,20,11,11,Week 3,JANUARY,Week 5,APRIL,JAJAPUR,KOREI,Solabandi,0.4,Sole Cropping,Transplanting,average,12
R23-8-621,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,14,14,14,Week 4,JANUARY,Week 4,APRIL,BALESHWAR,BASTA,Nabara,0.4,Sole Cropping,Broadcasting,good,15
R23-5-353,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 302-2 (KANIKA),C015,V624,FOUNDATION I,CERTIFIED I,14,13,13,Week 1,JANUARY,Week 4,APRIL,MAYURBHANJ,UDALA,Balabhadrapur,0.4,Sole Cropping,Broadcasting,good,13
R23-8-827,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14,14,14,Week 3,FEBRUARY,Week 4,APRIL,BALESHWAR,BASTA,Nabara,0.4,Sole Cropping,Broadcasting,good,14
K23-1-2184,Odisha,2023-24,KHARIF (2023),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,CERTIFIED I,CERTIFIED II,18,12,12,Week 4,AUGUST,Week 2,NOVEMBER,BARGARH,JHARBANDH,Niljipatra,0.4,Sole Cropping,Broadcasting,good,16.5
R23-8-1890,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,13.2,13.5,13.5,Week 4,JANUARY,Week 5,APRIL,BALESHWAR,JALESWAR,Chitmishra,0.4,Sole Cropping,Broadcasting,good,14
R23-8-2241,Odisha,2023-24,RABI (2023-24),1,1,1,Black gram (Biri),Shashi(OBG 33),C011,V511,BREEDER,FOUNDATION I,7,7,7,Week 1,JANUARY,Week 4,APRIL,BALESHWAR,BALIAPAL,Sethpura,0.2,Sole Cropping,Broadcasting,good,7
K23-7-462,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan, KHANDAGIRI,C002,V009,BREEDER,FOUNDATION I,50,55,55,Week 5,JUNE,Week 5,OCTOBER,SONEPUR,DUNGURIPALI,Dahukbud,0.6,Sole Cropping,Transplanting,good,50
R23-8-606,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,15,15,15,Week 1,JANUARY,Week 5,APRIL,BALESHWAR,BALIAPAL,Srirampur,0.4,Sole Cropping,Broadcasting,good,15
K23-1-2169,Odisha,2023-24,KHARIF (2023),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,CERTIFIED I,CERTIFIED II,16,17.6,17.6,Week 4,AUGUST,Week 2,NOVEMBER,BARGARH,PADAMPUR,Sargijuri,0.36,Sole Cropping,Broadcasting,good,17.5
K23-3-386,Odisha,2023-24,KHARIF (2023),10,10,10,PaddyDhan,Kalachampa,C002,V372,FOUNDATION I,CERTIFIED I,400,320.1,320.1,Week 2,JULY,Week 2,DECEMBER,DHENKANAL,BHUBAN,Odisha,4.8,Sole Cropping,Transplanting,good,320.1
K23-1-687,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Chandra(MTU-1153),C002,V395,FOUNDATION I,CERTIFIED I,80,56,56,Week 1,AUGUST,Week 4,OCTOBER,BARGARH,PADAMPUR,Charpali,0.6,,,,80
R23-1-309,Odisha,2023-24,RABI (2023-24),4,4,4,Ground nut PeanutMung phalli,Gujarat Junagarh Groundnut 32(GJG 32)(ICGV 03043),C026,V514,CERTIFIED I,CERTIFIED II,60,66,66,Week 1,JANUARY,Week 6,APRIL,BARGARH,PAIKMAL,Baitalbhata,6,Sole Cropping,Drilling,good,60
K23-3-283,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,96,46,46,Week 1,JULY,Week 5,NOVEMBER,CUTTACK,SALEPUR,Pikola,1,Sole Cropping,Transplanting,good,46
